date	store_name	rating
2021-11-06	West Avl	4
2021-11-06	West Avl	5
2021-11-06	West Avl	4
2021-11-06	West Avl	4
2021-11-06	West Avl	3
2021-11-06	West Avl	5
2021-11-06	West Avl	5
2021-11-06	West Avl	3
2021-11-06	West Avl	2
2021-11-06	West Avl	4
2021-11-06	West Avl	4
2021-11-06	West Avl	4
2021-11-06	West Avl	4
2021-11-06	West Avl	5
2021-11-06	West Avl	3
2021-11-06	West Avl	3
2021-11-06	West Avl	4
2021-11-06	West Avl	2
2021-11-06	West Avl	5
2021-11-06	East Avl	2
2021-11-06	East Avl	5
2021-11-06	East Avl	4
2021-11-06	East Avl	3
2021-11-06	East Avl	2
2021-11-06	East Avl	3
2021-11-06	East Avl	5
2021-11-06	East Avl	3
2021-11-06	East Avl	4
2021-11-06	East Avl	5
2021-11-06	East Avl	4
2021-11-06	Blk Mtn	5
2021-11-06	Blk Mtn	3
2021-11-06	Blk Mtn	4
2021-11-06	Blk Mtn	3
2021-11-06	Blk Mtn	5
2021-11-06	Blk Mtn	5
2021-11-06	Blk Mtn	4
2021-11-06	Blk Mtn	3
2021-11-06	Blk Mtn	4
2021-11-06	Blk Mtn	5
2021-11-06	Blk Mtn	5
2021-11-06	Blk Mtn	2
2021-11-06	Blk Mtn	4
2021-11-06	Blk Mtn	5
2021-11-06	Blk Mtn	4
2021-11-06	Blk Mtn	4
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	2
2021-11-06	Lexington	3
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	4
2021-11-06	Lexington	3
2021-11-06	Lexington	4
2021-11-06	Lexington	5
2021-11-06	Lexington	4
2021-11-06	Lexington	5
2021-11-06	Lexington	3
2021-11-06	Lexington	3
2021-11-06	Lexington	2
2021-11-06	Lexington	3
2021-11-06	Lexington	3
2021-11-06	Lexington	3
2021-11-06	Lexington	5
2021-11-06	Lexington	5
2021-11-06	Lexington	4
2021-11-06	Lexington	3
2021-11-06	Lexington	3
2021-11-06	Lexington	4
2021-11-06	Lexington	5
2021-11-05	West Avl	4
2021-11-05	West Avl	2
2021-11-05	West Avl	2
2021-11-05	West Avl	5
2021-11-05	West Avl	5
2021-11-05	West Avl	5
2021-11-05	West Avl	4
2021-11-05	West Avl	5
2021-11-05	West Avl	5
2021-11-05	West Avl	5
2021-11-05	West Avl	5
2021-11-05	West Avl	5
2021-11-05	West Avl	5
2021-11-05	West Avl	4
2021-11-05	East Avl	4
2021-11-05	East Avl	3
2021-11-05	East Avl	2
2021-11-05	East Avl	3
2021-11-05	East Avl	5
2021-11-05	East Avl	4
2021-11-05	East Avl	5
2021-11-05	East Avl	2
2021-11-05	East Avl	3
2021-11-05	East Avl	4
2021-11-05	East Avl	2
2021-11-05	Blk Mtn	5
2021-11-05	Blk Mtn	4
2021-11-05	Blk Mtn	5
2021-11-05	Blk Mtn	4
2021-11-05	Blk Mtn	4
2021-11-05	Blk Mtn	5
2021-11-05	Blk Mtn	5
2021-11-05	Blk Mtn	4
2021-11-05	Blk Mtn	3
2021-11-05	Blk Mtn	5
2021-11-05	Blk Mtn	2
2021-11-05	Blk Mtn	4
2021-11-05	Blk Mtn	3
2021-11-05	Blk Mtn	3
2021-11-05	Blk Mtn	3
2021-11-05	Blk Mtn	5
2021-11-05	Blk Mtn	5
2021-11-05	Blk Mtn	4
2021-11-05	Blk Mtn	5
2021-11-05	Blk Mtn	3
2021-11-05	Blk Mtn	3
2021-11-05	Lexington	2
2021-11-05	Lexington	2
2021-11-05	Lexington	5
2021-11-05	Lexington	5
2021-11-05	Lexington	4
2021-11-05	Lexington	1
2021-11-05	Lexington	4
2021-11-05	Lexington	5
2021-11-05	Lexington	4
2021-11-05	Lexington	5
2021-11-05	Lexington	4
2021-11-05	Lexington	2
2021-11-05	Lexington	5
2021-11-05	Lexington	4
2021-11-05	Lexington	3
2021-11-05	Lexington	5
2021-11-05	Lexington	4
2021-11-05	Lexington	5
2021-11-05	Lexington	2
2021-11-05	Lexington	4
2021-11-05	Lexington	3
2021-11-05	Lexington	2
2021-11-05	Lexington	4
2021-11-05	Lexington	4
2021-11-05	Lexington	2
2021-11-05	Lexington	4
2021-11-05	Lexington	5
2021-11-05	Lexington	4
2021-11-05	Lexington	3
2021-11-05	Lexington	3
2021-11-05	Lexington	5
2021-11-04	West Avl	1
2021-11-04	West Avl	5
2021-11-04	West Avl	2
2021-11-04	West Avl	5
2021-11-04	West Avl	5
2021-11-04	West Avl	4
2021-11-04	West Avl	4
2021-11-04	West Avl	4
2021-11-04	West Avl	3
2021-11-04	West Avl	2
2021-11-04	West Avl	5
2021-11-04	West Avl	5
2021-11-04	West Avl	2
2021-11-04	West Avl	5
2021-11-04	West Avl	3
2021-11-04	East Avl	5
2021-11-04	East Avl	4
2021-11-04	East Avl	5
2021-11-04	East Avl	5
2021-11-04	East Avl	4
2021-11-04	East Avl	5
2021-11-04	East Avl	5
2021-11-04	Blk Mtn	2
2021-11-04	Blk Mtn	3
2021-11-04	Blk Mtn	3
2021-11-04	Blk Mtn	3
2021-11-04	Blk Mtn	4
2021-11-04	Blk Mtn	4
2021-11-04	Blk Mtn	3
2021-11-04	Blk Mtn	4
2021-11-04	Blk Mtn	4
2021-11-04	Blk Mtn	3
2021-11-04	Blk Mtn	2
2021-11-04	Blk Mtn	4
2021-11-04	Blk Mtn	5
2021-11-04	Blk Mtn	5
2021-11-04	Blk Mtn	1
2021-11-04	Blk Mtn	4
2021-11-04	Blk Mtn	3
2021-11-04	Blk Mtn	5
2021-11-04	Blk Mtn	2
2021-11-04	Blk Mtn	5
2021-11-04	Blk Mtn	3
2021-11-04	Blk Mtn	5
2021-11-04	Blk Mtn	2
2021-11-04	Blk Mtn	2
2021-11-04	Blk Mtn	3
2021-11-04	Blk Mtn	5
2021-11-04	Blk Mtn	5
2021-11-04	Blk Mtn	3
2021-11-04	Blk Mtn	3
2021-11-04	Blk Mtn	4
2021-11-04	Lexington	3
2021-11-04	Lexington	2
2021-11-04	Lexington	5
2021-11-04	Lexington	5
2021-11-04	Lexington	5
2021-11-04	Lexington	5
2021-11-04	Lexington	4
2021-11-04	Lexington	1
2021-11-04	Lexington	5
2021-11-04	Lexington	4
2021-11-04	Lexington	4
2021-11-04	Lexington	5
2021-11-04	Lexington	2
2021-11-04	Lexington	4
2021-11-04	Lexington	2
2021-11-04	Lexington	5
2021-11-04	Lexington	3
2021-11-04	Lexington	4
2021-11-04	Lexington	5
2021-11-04	Lexington	5
2021-11-04	Lexington	5
2021-11-04	Lexington	5
2021-11-04	Lexington	3
2021-11-04	Lexington	4
2021-11-04	Lexington	3
2021-11-04	Lexington	5
2021-11-04	Lexington	5
2021-11-04	Lexington	4
2021-11-04	Lexington	1
2021-11-04	Lexington	2
2021-11-04	Lexington	3
2021-11-04	Lexington	4
2021-11-04	Lexington	3
2021-11-04	Lexington	4
2021-11-04	Lexington	4
2021-11-04	Lexington	2
2021-11-04	Lexington	5
2021-11-04	Lexington	3
2021-11-03	West Avl	4
2021-11-03	West Avl	3
2021-11-03	West Avl	4
2021-11-03	West Avl	3
2021-11-03	West Avl	4
2021-11-03	West Avl	3
2021-11-03	West Avl	2
2021-11-03	West Avl	4
2021-11-03	West Avl	3
2021-11-03	West Avl	3
2021-11-03	West Avl	5
2021-11-03	West Avl	5
2021-11-03	West Avl	5
2021-11-03	West Avl	3
2021-11-03	East Avl	5
2021-11-03	East Avl	5
2021-11-03	East Avl	5
2021-11-03	East Avl	5
2021-11-03	East Avl	4
2021-11-03	East Avl	4
2021-11-03	East Avl	5
2021-11-03	Blk Mtn	4
2021-11-03	Blk Mtn	5
2021-11-03	Blk Mtn	5
2021-11-03	Blk Mtn	3
2021-11-03	Blk Mtn	4
2021-11-03	Blk Mtn	5
2021-11-03	Blk Mtn	4
2021-11-03	Blk Mtn	3
2021-11-03	Blk Mtn	4
2021-11-03	Blk Mtn	4
2021-11-03	Blk Mtn	4
2021-11-03	Blk Mtn	4
2021-11-03	Blk Mtn	5
2021-11-03	Blk Mtn	3
2021-11-03	Blk Mtn	5
2021-11-03	Lexington	3
2021-11-03	Lexington	3
2021-11-03	Lexington	4
2021-11-03	Lexington	2
2021-11-03	Lexington	3
2021-11-03	Lexington	4
2021-11-03	Lexington	3
2021-11-03	Lexington	4
2021-11-03	Lexington	4
2021-11-03	Lexington	3
2021-11-03	Lexington	3
2021-11-03	Lexington	5
2021-11-03	Lexington	4
2021-11-03	Lexington	4
2021-11-03	Lexington	4
2021-11-03	Lexington	3
2021-11-03	Lexington	5
2021-11-03	Lexington	3
2021-11-03	Lexington	4
2021-11-03	Lexington	5
2021-11-03	Lexington	4
2021-11-03	Lexington	4
2021-11-03	Lexington	2
2021-11-03	Lexington	3
2021-11-03	Lexington	5
2021-11-03	Lexington	4
2021-11-03	Lexington	5
2021-11-03	Lexington	5
2021-11-03	Lexington	2
2021-11-03	Lexington	2
2021-11-03	Lexington	4
2021-11-03	Lexington	5
2021-11-03	Lexington	2
2021-11-03	Lexington	4
2021-11-03	Lexington	5
2021-11-03	Lexington	3
2021-11-02	West Avl	5
2021-11-02	West Avl	3
2021-11-02	West Avl	5
2021-11-02	West Avl	4
2021-11-02	West Avl	3
2021-11-02	West Avl	4
2021-11-02	East Avl	4
2021-11-02	East Avl	3
2021-11-02	East Avl	4
2021-11-02	East Avl	3
2021-11-02	East Avl	5
2021-11-02	East Avl	3
2021-11-02	Blk Mtn	4
2021-11-02	Blk Mtn	1
2021-11-02	Blk Mtn	3
2021-11-02	Blk Mtn	5
2021-11-02	Blk Mtn	5
2021-11-02	Blk Mtn	3
2021-11-02	Blk Mtn	3
2021-11-02	Blk Mtn	2
2021-11-02	Blk Mtn	4
2021-11-02	Blk Mtn	5
2021-11-02	Blk Mtn	4
2021-11-02	Blk Mtn	4
2021-11-02	Blk Mtn	2
2021-11-02	Blk Mtn	2
2021-11-02	Blk Mtn	4
2021-11-02	Blk Mtn	2
2021-11-02	Blk Mtn	4
2021-11-02	Blk Mtn	5
2021-11-02	Blk Mtn	3
2021-11-02	Lexington	3
2021-11-02	Lexington	3
2021-11-02	Lexington	5
2021-11-02	Lexington	3
2021-11-02	Lexington	3
2021-11-02	Lexington	4
2021-11-02	Lexington	4
2021-11-02	Lexington	4
2021-11-02	Lexington	3
2021-11-02	Lexington	3
2021-11-02	Lexington	4
2021-11-02	Lexington	4
2021-11-02	Lexington	3
2021-11-02	Lexington	1
2021-11-02	Lexington	4
2021-11-02	Lexington	4
2021-11-02	Lexington	3
2021-11-02	Lexington	4
2021-11-02	Lexington	5
2021-11-02	Lexington	4
2021-11-02	Lexington	1
2021-11-02	Lexington	5
2021-11-02	Lexington	2
2021-11-02	Lexington	5
2021-11-02	Lexington	4
2021-11-02	Lexington	5
2021-11-02	Lexington	2
2021-11-02	Lexington	4
2021-11-02	Lexington	4
2021-11-02	Lexington	5
2021-11-02	Lexington	4
2021-11-02	Lexington	5
2021-11-02	Lexington	3
2021-11-02	Lexington	4
2021-11-02	Lexington	3
2021-11-02	Lexington	3
2021-11-01	West Avl	4
2021-11-01	West Avl	4
2021-11-01	West Avl	5
2021-11-01	West Avl	3
2021-11-01	West Avl	3
2021-11-01	West Avl	5
2021-11-01	West Avl	5
2021-11-01	West Avl	5
2021-11-01	West Avl	5
2021-11-01	West Avl	2
2021-11-01	East Avl	4
2021-11-01	East Avl	4
2021-11-01	East Avl	3
2021-11-01	East Avl	5
2021-11-01	East Avl	2
2021-11-01	East Avl	4
2021-11-01	East Avl	2
2021-11-01	East Avl	4
2021-11-01	East Avl	3
2021-11-01	East Avl	5
2021-11-01	Blk Mtn	2
2021-11-01	Blk Mtn	3
2021-11-01	Blk Mtn	2
2021-11-01	Blk Mtn	3
2021-11-01	Blk Mtn	4
2021-11-01	Blk Mtn	4
2021-11-01	Blk Mtn	5
2021-11-01	Blk Mtn	3
2021-11-01	Blk Mtn	2
2021-11-01	Blk Mtn	5
2021-11-01	Blk Mtn	2
2021-11-01	Blk Mtn	5
2021-11-01	Blk Mtn	3
2021-11-01	Blk Mtn	5
2021-11-01	Blk Mtn	3
2021-11-01	Lexington	4
2021-11-01	Lexington	3
2021-11-01	Lexington	3
2021-11-01	Lexington	3
2021-11-01	Lexington	4
2021-11-01	Lexington	2
2021-11-01	Lexington	4
2021-11-01	Lexington	4
2021-11-01	Lexington	2
2021-11-01	Lexington	4
2021-11-01	Lexington	5
2021-11-01	Lexington	4
2021-11-01	Lexington	4
2021-11-01	Lexington	3
2021-11-01	Lexington	4
2021-11-01	Lexington	3
2021-11-01	Lexington	4
2021-11-01	Lexington	5
2021-11-01	Lexington	3
2021-11-01	Lexington	3
2021-11-01	Lexington	3
2021-11-01	Lexington	4
2021-11-01	Lexington	4
2021-11-01	Lexington	5
2021-11-01	Lexington	5
2021-11-01	Lexington	3
2021-11-01	Lexington	5
2021-11-01	Lexington	3
2021-11-01	Lexington	4
2021-10-31	West Avl	4
2021-10-31	West Avl	5
2021-10-31	West Avl	5
2021-10-31	West Avl	4
2021-10-31	West Avl	2
2021-10-31	West Avl	3
2021-10-31	West Avl	3
2021-10-31	West Avl	2
2021-10-31	West Avl	3
2021-10-31	East Avl	5
2021-10-31	East Avl	5
2021-10-31	East Avl	3
2021-10-31	East Avl	5
2021-10-31	East Avl	3
2021-10-31	East Avl	5
2021-10-31	East Avl	5
2021-10-31	East Avl	5
2021-10-31	East Avl	4
2021-10-31	Blk Mtn	4
2021-10-31	Blk Mtn	2
2021-10-31	Blk Mtn	3
2021-10-31	Blk Mtn	1
2021-10-31	Blk Mtn	3
2021-10-31	Blk Mtn	5
2021-10-31	Blk Mtn	4
2021-10-31	Blk Mtn	3
2021-10-31	Blk Mtn	4
2021-10-31	Blk Mtn	3
2021-10-31	Blk Mtn	5
2021-10-31	Blk Mtn	3
2021-10-31	Blk Mtn	5
2021-10-31	Blk Mtn	4
2021-10-31	Lexington	4
2021-10-31	Lexington	4
2021-10-31	Lexington	2
2021-10-31	Lexington	3
2021-10-31	Lexington	5
2021-10-31	Lexington	4
2021-10-31	Lexington	5
2021-10-31	Lexington	3
2021-10-31	Lexington	4
2021-10-31	Lexington	4
2021-10-31	Lexington	5
2021-10-31	Lexington	5
2021-10-31	Lexington	2
2021-10-31	Lexington	4
2021-10-31	Lexington	5
2021-10-31	Lexington	4
2021-10-31	Lexington	4
2021-10-31	Lexington	5
2021-10-31	Lexington	5
2021-10-31	Lexington	4
2021-10-31	Lexington	5
2021-10-31	Lexington	3
2021-10-31	Lexington	5
2021-10-31	Lexington	5
2021-10-31	Lexington	5
2021-10-31	Lexington	3
2021-10-31	Lexington	5
2021-10-31	Lexington	4
2021-10-31	Lexington	4
2021-10-31	Lexington	2
2021-10-31	Lexington	4
2021-10-31	Lexington	2
2021-10-31	Lexington	2
2021-10-31	Lexington	2
2021-10-30	West Avl	3
2021-10-30	West Avl	2
2021-10-30	West Avl	4
2021-10-30	West Avl	4
2021-10-30	West Avl	5
2021-10-30	West Avl	4
2021-10-30	West Avl	5
2021-10-30	West Avl	5
2021-10-30	West Avl	5
2021-10-30	West Avl	5
2021-10-30	West Avl	4
2021-10-30	East Avl	4
2021-10-30	East Avl	5
2021-10-30	East Avl	3
2021-10-30	East Avl	1
2021-10-30	East Avl	5
2021-10-30	East Avl	2
2021-10-30	Blk Mtn	1
2021-10-30	Blk Mtn	4
2021-10-30	Blk Mtn	4
2021-10-30	Blk Mtn	4
2021-10-30	Blk Mtn	3
2021-10-30	Blk Mtn	3
2021-10-30	Blk Mtn	2
2021-10-30	Blk Mtn	4
2021-10-30	Blk Mtn	4
2021-10-30	Blk Mtn	4
2021-10-30	Blk Mtn	4
2021-10-30	Blk Mtn	5
2021-10-30	Blk Mtn	5
2021-10-30	Blk Mtn	4
2021-10-30	Blk Mtn	5
2021-10-30	Lexington	5
2021-10-30	Lexington	5
2021-10-30	Lexington	5
2021-10-30	Lexington	4
2021-10-30	Lexington	3
2021-10-30	Lexington	3
2021-10-30	Lexington	3
2021-10-30	Lexington	2
2021-10-30	Lexington	5
2021-10-30	Lexington	4
2021-10-30	Lexington	3
2021-10-30	Lexington	4
2021-10-30	Lexington	5
2021-10-30	Lexington	4
2021-10-30	Lexington	5
2021-10-30	Lexington	2
2021-10-30	Lexington	3
2021-10-30	Lexington	2
2021-10-30	Lexington	5
2021-10-30	Lexington	3
2021-10-30	Lexington	2
2021-10-30	Lexington	4
2021-10-30	Lexington	3
2021-10-30	Lexington	4
2021-10-30	Lexington	5
2021-10-30	Lexington	4
2021-10-30	Lexington	3
2021-10-30	Lexington	5
2021-10-30	Lexington	5
2021-10-30	Lexington	3
2021-10-30	Lexington	3
2021-10-30	Lexington	2
2021-10-30	Lexington	3
2021-10-30	Lexington	3
2021-10-30	Lexington	2
2021-10-30	Lexington	4
2021-10-30	Lexington	4
2021-10-30	Lexington	5
2021-10-29	West Avl	3
2021-10-29	West Avl	3
2021-10-29	West Avl	5
2021-10-29	West Avl	4
2021-10-29	West Avl	2
2021-10-29	West Avl	4
2021-10-29	West Avl	5
2021-10-29	West Avl	3
2021-10-29	West Avl	4
2021-10-29	West Avl	3
2021-10-29	West Avl	5
2021-10-29	West Avl	4
2021-10-29	West Avl	3
2021-10-29	West Avl	4
2021-10-29	East Avl	4
2021-10-29	East Avl	4
2021-10-29	East Avl	3
2021-10-29	East Avl	2
2021-10-29	East Avl	3
2021-10-29	East Avl	4
2021-10-29	Blk Mtn	5
2021-10-29	Blk Mtn	5
2021-10-29	Blk Mtn	3
2021-10-29	Blk Mtn	4
2021-10-29	Blk Mtn	5
2021-10-29	Blk Mtn	3
2021-10-29	Blk Mtn	5
2021-10-29	Blk Mtn	3
2021-10-29	Blk Mtn	2
2021-10-29	Blk Mtn	4
2021-10-29	Blk Mtn	3
2021-10-29	Blk Mtn	5
2021-10-29	Lexington	4
2021-10-29	Lexington	4
2021-10-29	Lexington	5
2021-10-29	Lexington	4
2021-10-29	Lexington	4
2021-10-29	Lexington	5
2021-10-29	Lexington	4
2021-10-29	Lexington	5
2021-10-29	Lexington	5
2021-10-29	Lexington	3
2021-10-29	Lexington	5
2021-10-29	Lexington	5
2021-10-29	Lexington	3
2021-10-29	Lexington	4
2021-10-29	Lexington	3
2021-10-29	Lexington	5
2021-10-29	Lexington	5
2021-10-29	Lexington	5
2021-10-29	Lexington	4
2021-10-29	Lexington	3
2021-10-29	Lexington	3
2021-10-29	Lexington	3
2021-10-29	Lexington	3
2021-10-29	Lexington	4
2021-10-29	Lexington	5
2021-10-29	Lexington	3
2021-10-29	Lexington	4
2021-10-29	Lexington	5
2021-10-29	Lexington	5
2021-10-29	Lexington	5
2021-10-29	Lexington	3
2021-10-29	Lexington	4
2021-10-29	Lexington	3
2021-10-28	West Avl	3
2021-10-28	West Avl	5
2021-10-28	West Avl	4
2021-10-28	West Avl	5
2021-10-28	West Avl	5
2021-10-28	West Avl	4
2021-10-28	West Avl	5
2021-10-28	West Avl	5
2021-10-28	West Avl	4
2021-10-28	East Avl	2
2021-10-28	East Avl	3
2021-10-28	East Avl	3
2021-10-28	East Avl	4
2021-10-28	East Avl	3
2021-10-28	East Avl	4
2021-10-28	East Avl	4
2021-10-28	East Avl	5
2021-10-28	East Avl	3
2021-10-28	East Avl	2
2021-10-28	East Avl	5
2021-10-28	Blk Mtn	4
2021-10-28	Blk Mtn	5
2021-10-28	Blk Mtn	5
2021-10-28	Blk Mtn	4
2021-10-28	Blk Mtn	5
